ville,pays,latitude,longitude,date_heure,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Los Angeles,USA,34.0522,-118.2437,2026-04-22 16:00:00+00:00,2,139.09,0.03,0.31,96.58,0.54,1.01,3.74,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-22 17:00:00+00:00,2,139.51,0.04,0.29,99.39,0.56,0.98,3.56,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-22 18:00:00+00:00,3,139.85,0.04,0.26,102.92,0.57,1.0,3.55,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-22 19:00:00+00:00,3,140.03,0.04,0.22,106.24,0.59,1.06,3.69,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-22 20:00:00+00:00,3,140.32,0.04,0.19,108.48,0.61,1.17,4.01,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-22 21:00:00+00:00,3,140.07,0.03,0.18,109.85,0.64,1.28,4.41,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-22 22:00:00+00:00,3,139.99,0.03,0.17,111.37,0.66,1.39,4.86,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-22 23:00:00+00:00,3,139.53,0.03,0.18,112.96,0.69,1.48,5.34,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-23 00:00:00+00:00,3,139.35,0.03,0.2,114.78,0.7,1.54,5.81,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-23 01:00:00+00:00,3,139.35,0.02,0.23,115.97,0.72,1.59,6.32,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-23 02:00:00+00:00,3,139.26,0.01,0.28,115.5,0.75,1.65,6.91,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-23 03:00:00+00:00,3,138.98,0.0,0.31,113.45,0.77,1.69,7.49,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-23 04:00:00+00:00,3,139.12,0.0,0.31,111.21,0.8,1.78,8.12,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-23 05:00:00+00:00,3,138.76,0.0,0.32,108.93,0.85,1.93,8.98,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-23 06:00:00+00:00,3,138.12,0.0,0.34,107.27,0.91,2.14,9.99,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-23 07:00:00+00:00,3,137.19,0.0,0.37,106.4,0.96,2.38,10.92,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-23 08:00:00+00:00,3,136.72,0.0,0.4,105.44,0.99,2.64,11.77,0.01
Los Angeles,USA,34.0522,-118.2437,2026-04-23 09:00:00+00:00,3,136.43,0.0,0.42,104.17,1.0,2.9,12.47,0.03
Los Angeles,USA,34.0522,-118.2437,2026-04-23 10:00:00+00:00,3,136.23,0.0,0.45,102.19,1.0,3.12,13.02,0.06
Los Angeles,USA,34.0522,-118.2437,2026-04-23 11:00:00+00:00,2,136.13,0.0,0.49,99.82,1.0,3.27,13.22,0.09
Los Angeles,USA,34.0522,-118.2437,2026-04-23 12:00:00+00:00,2,135.94,0.0,0.52,97.85,1.0,3.33,13.17,0.13
Los Angeles,USA,34.0522,-118.2437,2026-04-23 13:00:00+00:00,2,136.31,0.0,0.55,95.8,0.99,3.35,12.94,0.17
Los Angeles,USA,34.0522,-118.2437,2026-04-23 14:00:00+00:00,2,136.8,0.0,0.62,94.09,0.99,3.35,12.58,0.23
Los Angeles,USA,34.0522,-118.2437,2026-04-23 15:00:00+00:00,2,137.37,0.03,0.73,92.84,0.97,3.3,12.1,0.31
Los Angeles,USA,34.0522,-118.2437,2026-04-23 16:00:00+00:00,2,138.18,0.09,0.73,92.43,0.95,3.21,11.47,0.4
Los Angeles,USA,34.0522,-118.2437,2026-04-23 17:00:00+00:00,2,139.4,0.12,0.69,94.05,0.91,3.17,10.87,0.49
Los Angeles,USA,34.0522,-118.2437,2026-04-23 18:00:00+00:00,2,140.26,0.11,0.56,96.99,0.86,3.26,10.48,0.56
Los Angeles,USA,34.0522,-118.2437,2026-04-23 19:00:00+00:00,2,140.99,0.09,0.41,99.45,0.78,3.53,10.4,0.58
Los Angeles,USA,34.0522,-118.2437,2026-04-23 20:00:00+00:00,3,140.95,0.07,0.32,100.62,0.73,3.88,10.55,0.57
Los Angeles,USA,34.0522,-118.2437,2026-04-23 21:00:00+00:00,3,141.1,0.06,0.28,102.25,0.72,4.28,10.84,0.59
Los Angeles,USA,34.0522,-118.2437,2026-04-23 22:00:00+00:00,3,141.43,0.05,0.28,105.06,0.75,4.66,11.21,0.61
Los Angeles,USA,34.0522,-118.2437,2026-04-23 23:00:00+00:00,3,140.65,0.05,0.29,107.78,0.8,4.99,11.73,0.54
Los Angeles,USA,34.0522,-118.2437,2026-04-24 00:00:00+00:00,3,139.97,0.05,0.32,111.04,0.87,5.35,12.53,0.46
Los Angeles,USA,34.0522,-118.2437,2026-04-24 01:00:00+00:00,3,140.17,0.04,0.38,114.98,0.9,5.72,13.14,0.43
Los Angeles,USA,34.0522,-118.2437,2026-04-24 02:00:00+00:00,3,140.8,0.02,0.47,115.52,0.95,6.33,14.25,0.38
Los Angeles,USA,34.0522,-118.2437,2026-04-24 03:00:00+00:00,3,141.71,0.0,0.53,114.81,1.01,7.14,15.77,0.34
Los Angeles,USA,34.0522,-118.2437,2026-04-24 04:00:00+00:00,3,143.21,0.0,0.53,113.75,1.08,8.07,17.64,0.29
Los Angeles,USA,34.0522,-118.2437,2026-04-24 05:00:00+00:00,3,145.5,0.0,0.53,112.73,1.17,8.92,19.53,0.21
Los Angeles,USA,34.0522,-118.2437,2026-04-24 06:00:00+00:00,3,147.24,0.0,0.54,111.55,1.24,9.22,20.59,0.13
Los Angeles,USA,34.0522,-118.2437,2026-04-24 07:00:00+00:00,3,146.92,0.0,0.54,109.54,1.25,8.66,20.17,0.06
Los Angeles,USA,34.0522,-118.2437,2026-04-24 08:00:00+00:00,3,145.27,0.0,0.53,107.5,1.23,7.56,18.69,0.03
Los Angeles,USA,34.0522,-118.2437,2026-04-24 09:00:00+00:00,3,143.62,0.0,0.51,105.39,1.2,6.45,17.15,0.01
Los Angeles,USA,34.0522,-118.2437,2026-04-24 10:00:00+00:00,3,141.97,0.0,0.5,103.5,1.18,5.57,15.99,0.01
Los Angeles,USA,34.0522,-118.2437,2026-04-24 11:00:00+00:00,3,141.14,0.0,0.51,101.93,1.18,5.04,15.46,0.02
Los Angeles,USA,34.0522,-118.2437,2026-04-24 12:00:00+00:00,3,140.95,0.0,0.52,100.74,1.18,4.78,15.46,0.03
Los Angeles,USA,34.0522,-118.2437,2026-04-24 13:00:00+00:00,2,140.69,0.0,0.53,99.58,1.19,4.68,15.72,0.04
Los Angeles,USA,34.0522,-118.2437,2026-04-24 14:00:00+00:00,2,140.0,0.0,0.58,98.2,1.21,4.67,16.31,0.05
Los Angeles,USA,34.0522,-118.2437,2026-04-24 15:00:00+00:00,2,139.31,0.02,0.7,97.05,1.25,4.77,17.21,0.06
Los Angeles,USA,34.0522,-118.2437,2026-04-24 16:00:00+00:00,2,139.07,0.06,0.69,96.84,1.28,4.98,18.24,0.07
Los Angeles,USA,34.0522,-118.2437,2026-04-24 17:00:00+00:00,2,139.09,0.09,0.61,98.1,1.29,5.32,19.3,0.08
Los Angeles,USA,34.0522,-118.2437,2026-04-24 18:00:00+00:00,3,140.02,0.08,0.48,100.16,1.29,5.75,20.33,0.1
Los Angeles,USA,34.0522,-118.2437,2026-04-24 19:00:00+00:00,3,140.99,0.06,0.36,102.64,1.27,6.26,21.26,0.12
Los Angeles,USA,34.0522,-118.2437,2026-04-24 20:00:00+00:00,3,142.82,0.05,0.28,105.32,1.25,6.83,22.01,0.13
Los Angeles,USA,34.0522,-118.2437,2026-04-24 21:00:00+00:00,3,143.92,0.04,0.24,108.0,1.23,7.36,22.36,0.13
Los Angeles,USA,34.0522,-118.2437,2026-04-24 22:00:00+00:00,3,145.33,0.03,0.23,110.39,1.22,7.66,22.28,0.11
Los Angeles,USA,34.0522,-118.2437,2026-04-24 23:00:00+00:00,3,144.59,0.03,0.24,111.48,1.19,7.51,21.83,0.08
Los Angeles,USA,34.0522,-118.2437,2026-04-25 00:00:00+00:00,3,142.48,0.02,0.26,111.47,1.15,6.98,21.18,0.05
Los Angeles,USA,34.0522,-118.2437,2026-04-25 01:00:00+00:00,3,140.07,0.02,0.28,111.44,1.11,6.21,20.35,0.02
Los Angeles,USA,34.0522,-118.2437,2026-04-25 02:00:00+00:00,3,138.2,0.0,0.3,111.63,1.07,5.39,19.38,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-25 03:00:00+00:00,3,137.52,0.0,0.3,112.61,1.04,4.75,18.52,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-25 04:00:00+00:00,3,137.06,0.0,0.28,113.55,1.03,4.31,17.82,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-25 05:00:00+00:00,3,136.75,0.0,0.26,114.3,1.04,4.06,17.44,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-25 06:00:00+00:00,3,136.34,0.0,0.25,114.42,1.05,3.89,17.03,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-25 07:00:00+00:00,3,135.53,0.0,0.25,114.2,1.04,3.68,16.18,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-25 08:00:00+00:00,3,134.79,0.0,0.25,114.12,1.0,3.43,15.03,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-25 09:00:00+00:00,3,134.22,0.0,0.24,114.18,0.97,3.22,14.02,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-25 10:00:00+00:00,3,133.65,0.0,0.24,114.01,0.94,3.03,13.16,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-25 11:00:00+00:00,3,133.44,0.0,0.24,113.98,0.92,2.88,12.48,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-25 12:00:00+00:00,3,133.5,0.0,0.24,113.64,0.92,2.79,12.02,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-25 13:00:00+00:00,3,133.5,0.0,0.24,113.25,0.91,2.68,11.54,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-25 14:00:00+00:00,3,133.54,0.0,0.25,112.57,0.9,2.55,10.97,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-25 15:00:00+00:00,3,133.29,0.0,0.32,111.66,0.88,2.41,10.36,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-25 16:00:00+00:00,3,133.15,0.01,0.32,110.9,0.85,2.25,9.6,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-25 17:00:00+00:00,3,133.29,0.02,0.31,110.47,0.79,2.05,8.51,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-25 18:00:00+00:00,3,133.24,0.03,0.27,110.35,0.71,1.87,7.25,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-25 19:00:00+00:00,3,132.96,0.03,0.24,109.95,0.64,1.74,6.47,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-25 20:00:00+00:00,3,132.44,0.02,0.22,109.11,0.61,1.67,6.23,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-25 21:00:00+00:00,3,132.01,0.02,0.22,108.12,0.59,1.63,6.12,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-25 22:00:00+00:00,3,131.45,0.01,0.22,107.17,0.56,1.56,5.31,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-25 23:00:00+00:00,3,130.49,0.01,0.23,106.58,0.47,1.43,4.07,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 00:00:00+00:00,3,129.34,0.01,0.23,106.38,0.38,1.25,3.0,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 01:00:00+00:00,3,127.98,0.01,0.23,106.47,0.3,1.07,2.22,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 02:00:00+00:00,3,127.71,0.0,0.23,106.63,0.25,0.93,1.79,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 03:00:00+00:00,3,127.71,0.0,0.22,106.31,0.23,0.82,1.56,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 04:00:00+00:00,3,127.53,0.0,0.19,105.85,0.21,0.75,1.45,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 05:00:00+00:00,3,127.0,0.0,0.17,105.56,0.2,0.7,1.42,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 06:00:00+00:00,3,127.39,0.0,0.16,106.05,0.21,0.68,1.5,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 07:00:00+00:00,3,128.04,0.0,0.15,106.6,0.21,0.66,1.6,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 08:00:00+00:00,3,128.84,0.0,0.15,107.05,0.22,0.62,1.62,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 09:00:00+00:00,3,128.99,0.0,0.15,107.1,0.21,0.57,1.57,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 10:00:00+00:00,3,129.37,0.0,0.15,107.11,0.2,0.54,1.49,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 11:00:00+00:00,3,129.5,0.0,0.16,107.06,0.19,0.54,1.39,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 12:00:00+00:00,3,129.26,0.0,0.16,107.09,0.19,0.53,1.3,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 13:00:00+00:00,3,128.29,0.0,0.16,107.44,0.19,0.52,1.31,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 14:00:00+00:00,3,127.34,0.0,0.19,108.28,0.21,0.51,1.34,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 15:00:00+00:00,3,126.38,0.01,0.22,109.03,0.23,0.51,1.35,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 16:00:00+00:00,3,125.3,0.02,0.22,109.61,0.25,0.52,1.39,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 17:00:00+00:00,3,124.57,0.03,0.22,110.09,0.27,0.53,1.48,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 18:00:00+00:00,3,123.75,0.03,0.2,110.01,0.29,0.54,1.53,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 19:00:00+00:00,3,122.72,0.03,0.17,109.21,0.29,0.54,1.55,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 20:00:00+00:00,3,121.13,0.02,0.15,108.08,0.28,0.54,1.55,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 21:00:00+00:00,3,119.53,0.02,0.14,106.71,0.28,0.54,1.56,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 22:00:00+00:00,3,118.1,0.02,0.13,105.64,0.27,0.57,1.66,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-26 23:00:00+00:00,3,117.1,0.01,0.14,105.1,0.28,0.63,1.86,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 00:00:00+00:00,3,116.66,0.01,0.14,105.27,0.3,0.7,2.1,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 01:00:00+00:00,3,117.19,0.01,0.16,106.19,0.31,0.75,2.26,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 02:00:00+00:00,3,117.78,0.01,0.18,106.77,0.31,0.78,2.31,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 03:00:00+00:00,3,118.45,0.0,0.19,107.51,0.3,0.77,2.25,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 04:00:00+00:00,3,119.14,0.0,0.18,107.79,0.29,0.75,2.18,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 05:00:00+00:00,3,119.83,0.0,0.18,108.15,0.28,0.74,2.14,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 06:00:00+00:00,3,120.53,0.0,0.18,108.12,0.28,0.74,2.11,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 07:00:00+00:00,3,121.12,0.0,0.18,107.92,0.28,0.74,2.04,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 08:00:00+00:00,3,121.97,0.0,0.18,108.02,0.27,0.73,1.94,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 09:00:00+00:00,3,123.1,0.0,0.17,108.27,0.26,0.73,1.85,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 10:00:00+00:00,3,124.35,0.0,0.17,108.95,0.25,0.74,1.78,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 11:00:00+00:00,3,125.18,0.0,0.17,110.14,0.25,0.76,1.73,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 12:00:00+00:00,3,125.82,0.0,0.16,111.32,0.24,0.78,1.71,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 13:00:00+00:00,3,126.18,0.0,0.15,112.74,0.24,0.81,1.7,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 14:00:00+00:00,3,126.63,0.0,0.17,114.48,0.24,0.85,1.73,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 15:00:00+00:00,3,127.45,0.01,0.19,116.29,0.24,0.89,1.79,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 16:00:00+00:00,3,127.67,0.02,0.2,117.83,0.24,0.93,1.84,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 17:00:00+00:00,3,128.31,0.02,0.19,119.64,0.24,0.97,1.89,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 18:00:00+00:00,3,128.67,0.02,0.18,121.29,0.25,1.02,1.99,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 19:00:00+00:00,3,128.92,0.02,0.16,122.69,0.26,1.08,2.15,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 20:00:00+00:00,3,128.87,0.02,0.15,123.52,0.29,1.15,2.38,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 21:00:00+00:00,3,128.64,0.02,0.14,124.66,0.32,1.23,2.61,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 22:00:00+00:00,3,127.94,0.02,0.14,125.47,0.34,1.29,2.83,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-27 23:00:00+00:00,3,126.85,0.02,0.14,126.27,0.37,1.33,3.03,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-28 00:00:00+00:00,3,125.67,0.02,0.15,127.15,0.39,1.37,3.26,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-28 01:00:00+00:00,3,124.98,0.02,0.18,128.04,0.43,1.42,3.56,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-28 02:00:00+00:00,3,124.48,0.01,0.21,128.17,0.47,1.48,3.92,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-28 03:00:00+00:00,3,123.99,0.0,0.22,127.66,0.51,1.54,4.31,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-28 04:00:00+00:00,3,123.55,0.0,0.2,127.2,0.54,1.6,4.62,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-28 05:00:00+00:00,3,123.61,0.0,0.19,126.63,0.57,1.65,4.86,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-28 06:00:00+00:00,3,124.13,0.0,0.19,125.9,0.59,1.7,5.07,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-28 07:00:00+00:00,3,124.73,0.0,0.2,124.69,0.61,1.74,5.22,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-28 08:00:00+00:00,3,125.6,0.0,0.21,123.78,0.63,1.79,5.36,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-28 09:00:00+00:00,3,126.47,0.0,0.22,122.24,0.64,1.84,5.48,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-28 10:00:00+00:00,3,127.34,0.0,0.23,120.54,0.65,1.91,5.65,0.01
Los Angeles,USA,34.0522,-118.2437,2026-04-28 11:00:00+00:00,3,127.84,0.0,0.24,118.36,0.67,2.0,5.91,0.01
Los Angeles,USA,34.0522,-118.2437,2026-04-28 12:00:00+00:00,3,128.07,0.0,0.24,116.42,0.68,2.08,6.1,0.02
Los Angeles,USA,34.0522,-118.2437,2026-04-28 13:00:00+00:00,3,128.2,0.0,0.25,114.4,0.69,2.15,6.27,0.02
Los Angeles,USA,34.0522,-118.2437,2026-04-28 14:00:00+00:00,3,128.32,0.0,0.3,112.44,0.72,2.25,6.55,0.03
Los Angeles,USA,34.0522,-118.2437,2026-04-28 15:00:00+00:00,3,128.72,0.01,0.38,110.8,0.74,2.34,6.83,0.03
Los Angeles,USA,34.0522,-118.2437,2026-04-28 16:00:00+00:00,3,128.9,0.03,0.38,109.62,0.76,2.42,7.06,0.04
Los Angeles,USA,34.0522,-118.2437,2026-04-28 17:00:00+00:00,3,128.78,0.05,0.34,109.04,0.76,2.51,7.28,0.05
Los Angeles,USA,34.0522,-118.2437,2026-04-28 18:00:00+00:00,3,128.3,0.05,0.28,109.33,0.76,2.63,7.51,0.07
Los Angeles,USA,34.0522,-118.2437,2026-04-28 19:00:00+00:00,3,127.98,0.04,0.22,109.93,0.76,2.79,7.83,0.08
Los Angeles,USA,34.0522,-118.2437,2026-04-28 20:00:00+00:00,3,127.47,0.03,0.18,110.37,0.76,2.99,8.25,0.09
Los Angeles,USA,34.0522,-118.2437,2026-04-28 21:00:00+00:00,3,127.33,0.03,0.17,110.64,0.77,3.21,8.75,0.11
Los Angeles,USA,34.0522,-118.2437,2026-04-28 22:00:00+00:00,3,127.24,0.03,0.17,110.64,0.77,3.44,9.4,0.14
Los Angeles,USA,34.0522,-118.2437,2026-04-28 23:00:00+00:00,3,127.38,0.03,0.18,110.37,0.81,3.77,10.42,0.17
Los Angeles,USA,34.0522,-118.2437,2026-04-29 00:00:00+00:00,3,127.99,0.03,0.21,110.73,0.87,4.17,11.62,0.2
Los Angeles,USA,34.0522,-118.2437,2026-04-29 01:00:00+00:00,3,129.12,0.03,0.26,112.41,0.93,4.62,12.76,0.22
Los Angeles,USA,34.0522,-118.2437,2026-04-29 02:00:00+00:00,3,129.4,0.02,0.32,113.68,0.99,4.95,13.48,0.2
Los Angeles,USA,34.0522,-118.2437,2026-04-29 03:00:00+00:00,3,129.04,0.0,0.36,114.63,1.03,5.12,13.88,0.17
Los Angeles,USA,34.0522,-118.2437,2026-04-29 04:00:00+00:00,3,128.71,0.0,0.34,115.13,1.05,5.14,14.0,0.13
Los Angeles,USA,34.0522,-118.2437,2026-04-29 05:00:00+00:00,3,128.22,0.0,0.34,115.03,1.06,5.02,13.92,0.11
Los Angeles,USA,34.0522,-118.2437,2026-04-29 06:00:00+00:00,3,128.02,0.0,0.34,114.39,1.06,4.81,13.66,0.08
Los Angeles,USA,34.0522,-118.2437,2026-04-29 07:00:00+00:00,3,127.41,0.0,0.35,113.08,1.06,4.55,13.3,0.06
Los Angeles,USA,34.0522,-118.2437,2026-04-29 08:00:00+00:00,3,126.97,0.0,0.35,111.44,1.07,4.34,13.04,0.04
Los Angeles,USA,34.0522,-118.2437,2026-04-29 09:00:00+00:00,3,126.25,0.0,0.35,109.48,1.09,4.18,12.89,0.02
Los Angeles,USA,34.0522,-118.2437,2026-04-29 10:00:00+00:00,3,125.34,0.0,0.35,107.51,1.11,4.04,12.84,0.01
Los Angeles,USA,34.0522,-118.2437,2026-04-29 11:00:00+00:00,3,124.32,0.0,0.35,106.01,1.13,3.94,12.92,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-29 12:00:00+00:00,3,123.49,0.0,0.36,104.98,1.15,3.9,13.18,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-29 13:00:00+00:00,3,122.93,0.0,0.36,103.95,1.16,3.91,13.35,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-29 14:00:00+00:00,3,122.54,0.0,0.41,102.67,1.17,3.97,13.76,0.01
Los Angeles,USA,34.0522,-118.2437,2026-04-29 15:00:00+00:00,3,122.15,0.02,0.46,101.38,1.17,4.08,14.27,0.01
Los Angeles,USA,34.0522,-118.2437,2026-04-29 16:00:00+00:00,3,121.75,0.05,0.45,100.09,1.16,4.23,14.66,0.01
Los Angeles,USA,34.0522,-118.2437,2026-04-29 17:00:00+00:00,2,121.98,0.07,0.41,99.42,1.14,4.4,14.91,0.01
Los Angeles,USA,34.0522,-118.2437,2026-04-29 18:00:00+00:00,2,122.67,0.07,0.35,99.94,1.1,4.57,14.84,0.01
Los Angeles,USA,34.0522,-118.2437,2026-04-29 19:00:00+00:00,3,123.71,0.06,0.29,101.47,1.04,4.77,14.77,0.01
Los Angeles,USA,34.0522,-118.2437,2026-04-29 20:00:00+00:00,3,124.19,0.05,0.24,102.43,1.02,5.05,15.05,0.02
Los Angeles,USA,34.0522,-118.2437,2026-04-29 21:00:00+00:00,3,124.3,0.04,0.21,102.61,1.01,5.38,15.59,0.01
Los Angeles,USA,34.0522,-118.2437,2026-04-29 22:00:00+00:00,3,124.3,0.04,0.21,103.0,1.01,5.73,16.33,0.01
Los Angeles,USA,34.0522,-118.2437,2026-04-29 23:00:00+00:00,3,123.92,0.04,0.23,103.31,1.03,6.11,17.33,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-30 00:00:00+00:00,3,123.35,0.04,0.26,103.69,1.07,6.5,18.62,0.01
Los Angeles,USA,34.0522,-118.2437,2026-04-30 01:00:00+00:00,3,123.6,0.03,0.32,104.37,1.13,7.0,20.17,0.03
Los Angeles,USA,34.0522,-118.2437,2026-04-30 02:00:00+00:00,3,124.74,0.01,0.4,105.35,1.18,7.61,21.61,0.06
Los Angeles,USA,34.0522,-118.2437,2026-04-30 03:00:00+00:00,3,126.62,0.0,0.44,107.67,1.25,8.25,22.86,0.08
Los Angeles,USA,34.0522,-118.2437,2026-04-30 04:00:00+00:00,3,128.33,0.0,0.43,110.7,1.31,8.71,23.7,0.07
Los Angeles,USA,34.0522,-118.2437,2026-04-30 05:00:00+00:00,3,129.3,0.0,0.43,113.82,1.37,8.88,24.31,0.05
Los Angeles,USA,34.0522,-118.2437,2026-04-30 06:00:00+00:00,3,129.55,0.0,0.44,116.16,1.42,8.7,24.25,0.02
Los Angeles,USA,34.0522,-118.2437,2026-04-30 07:00:00+00:00,3,129.4,0.0,0.44,116.82,1.41,8.2,23.34,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-30 08:00:00+00:00,3,128.78,0.0,0.43,115.89,1.38,7.53,21.96,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-30 09:00:00+00:00,3,127.69,0.0,0.43,113.23,1.34,6.85,20.85,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-30 10:00:00+00:00,3,126.4,0.0,0.42,110.15,1.32,6.28,20.2,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-30 11:00:00+00:00,3,125.62,0.0,0.41,108.07,1.32,5.94,20.37,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-30 12:00:00+00:00,3,125.49,0.0,0.41,107.01,1.34,5.81,20.78,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-30 13:00:00+00:00,3,126.2,0.0,0.41,106.68,1.34,5.84,20.69,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-30 14:00:00+00:00,3,126.92,0.0,0.46,106.27,1.35,5.98,20.99,0.0
Los Angeles,USA,34.0522,-118.2437,2026-04-30 15:00:00+00:00,3,127.83,0.01,0.57,106.03,1.37,6.15,21.78,0.01
Los Angeles,USA,34.0522,-118.2437,2026-04-30 16:00:00+00:00,3,129.1,0.03,0.61,106.01,1.38,6.31,22.64,0.02
